央视频道,#genre#
广州综合,http://115.29.208.41:34567/gd.php?id=1175
广州综合,http://115.29.208.41:34567/gd.php?id=gzzh
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州影视,http://www.3344.uk:8888/udp/239.253.43.73:5146
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=49c8041461997c7a97dbcc3c7fd11b4f&txTime=18d00acf487
广州法治,http://www.3344.uk:8888/udp/239.253.43.74:5146
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
南国都市,http://115.29.208.41:34567/gd.php?id=gzngds
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=627498b93bc6f5d6e2460d0823bf81a3&txTime=18e6df74fc2
南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
佛山影视,http://www.3344.uk:8888/udp/239.253.43.56:5146
佛山影视,http://8.137.59.151:3000/guangdong/foshan.php?id=fsys
番禺电视,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
东莞综合,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8
佛山综合,http://115.29.208.41:34567/gd.php?id=fszh
佛山公共,http://www.3344.uk:8888/udp/239.253.43.53:5146
佛山顺德,http://www.3344.uk:8888/udp/239.253.43.55:5146
